Entry,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (molecular function)
P15442,GO:0034198;GO:0072755;GO:0071232;GO:0070301;GO:1990451;GO:0001300;GO:0000077;GO:0100002;GO:1904262;GO:1903833;GO:0016239;GO:0071264;GO:0046777;GO:0006468;GO:0060733;GO:0006446;GO:0006412,GO:0022626;GO:0015934;GO:0005634;GO:0042788;GO:0015935,GO:0005524;GO:0003725;GO:0004694;GO:0042803;GO:0004672;GO:0043621;GO:0043023;GO:0043022;GO:0031369;GO:0000049
P38263,GO:0045721;GO:0043161;GO:0007039;GO:0006623;GO:0071596,GO:0031410;GO:0030659;GO:0005829;GO:0019898;GO:0034657;GO:0005773,
Q06324,GO:0007049;GO:0051301;GO:0000001,GO:0005933;GO:0005935;GO:0005934;GO:0000131;GO:0005741;GO:0005739,
P36078,GO:0045041,GO:0005758;GO:0031966,GO:0008270
P36005,GO:0006468,GO:0016592;GO:0005634,GO:0005524;GO:0004693;GO:0008353
P38922,GO:0071028;GO:0016973;GO:2000815,GO:0005737;GO:0005634;GO:0071014;GO:1990904,GO:0003682;GO:0003729;GO:0003723
Q10740,GO:0044255;GO:0043171;GO:0030163,GO:0005737;GO:0005634,GO:0004177;GO:0004301;GO:0008237;GO:0008270
Q12039,GO:0006281;GO:0032042;GO:0000002;GO:0000725,GO:0005743;GO:0005759;GO:0005739;GO:0005634,GO:0043138;GO:0005524;GO:0003677
P19736,GO:0000395;GO:0000398,GO:0005681;GO:0071004,GO:0003723;GO:0008270
P53583,GO:0005975,GO:0005739,GO:0016773
P39720,GO:0031940;GO:0032000;GO:0045944;GO:0061429;GO:0030435,GO:0005634;GO:0089716,GO:0001228;GO:0000981;GO:0000978;GO:0043565;GO:0008270
Q3E833,GO:0045944;GO:0007329;GO:0000722;GO:0006400;GO:0070525,GO:0000781;GO:0000408;GO:0005654,GO:0031490
P39545,GO:0031505,GO:0009277,GO:0005199
Q12514,GO:0000290;GO:0031087;GO:0017148;GO:0000289;GO:0032968;GO:0016567;GO:0006368,GO:0030015;GO:0005737;GO:0005634;GO:0000932,
P07266,GO:0000372;GO:0000002;GO:0000963;GO:0006397,GO:0005759;GO:0005739;GO:1990904,GO:0000402;GO:0004520;GO:0070336;GO:0003723;GO:0000403
P30656,GO:0010498;GO:0010499;GO:0080129;GO:0043161,GO:0005737;GO:0005829;GO:0005789;GO:0005634;GO:0005839;GO:0019774;GO:0034515,GO:0004175;GO:0004298
P07884,GO:0061587;GO:0006400,GO:0005829;GO:0005739;GO:0005730;GO:0005634,GO:0005524;GO:0046872;GO:0000049;GO:0052381
P36044,GO:0006487;GO:0006493,GO:0016021,GO:0008047
P40078,GO:0000466;GO:0000463;GO:0042273,GO:0005730;GO:0005634;GO:0030687,
P35728,GO:0006378;GO:0098789;GO:0016567,GO:0005829;GO:0005847;GO:0005634,GO:0036002;GO:0061630;GO:0008270
P53045,GO:0006696;GO:0016126,GO:0005789;GO:0016021;GO:0005886,GO:0000254;GO:0005506
P50946,GO:0034599,GO:0005737,GO:0004725
Q12066,GO:0043007;GO:0007096,GO:0016021;GO:0031965;GO:0034399,
P39016,GO:0008298;GO:0017148;GO:0045947;GO:1902416;GO:1900153;GO:1903450,GO:0005737,GO:0003729;GO:0030674
P19524,GO:0007118;GO:0000132;GO:0048313;GO:0007107;GO:0000001;GO:0045033;GO:0015031;GO:0009826;GO:0000011;GO:0006904;GO:0016192;GO:0030050,GO:0032432;GO:0005623;GO:0005935;GO:0005934;GO:0031941;GO:0000329;GO:0000131;GO:0043332;GO:0071563;GO:0016459;GO:0030133;GO:0031982,GO:0051015;GO:0005524;GO:0005516;GO:0000146
P38590,GO:0000754;GO:0007049;GO:0000188;GO:0035335;GO:0006470;GO:0060237;GO:0071701;GO:0010969,GO:0005737;GO:0005634,GO:0017017;GO:0008138;GO:0004725
P07143,GO:0042776;GO:0006122;GO:0006119,GO:0005829;GO:0016021;GO:0005743;GO:0005758;GO:0005746;GO:0005750;GO:0005739,GO:0045153;GO:0020037;GO:0046872
Q12178,GO:0046087;GO:0019858;GO:0008655;GO:0044206,GO:0005737;GO:0005634,GO:0102480;GO:0004131;GO:0008270
P17064,GO:0015861;GO:0015856;GO:0072530,GO:0071944;GO:0000329;GO:0016021;GO:0005886,GO:0015212;GO:0015205
P33893,GO:0070681;GO:0032543,GO:0030956;GO:0005739,GO:0005524;GO:0050567
Q08967,GO:0015883;GO:0009272;GO:0006457;GO:0030148;GO:0055085,GO:0005935;GO:0005783;GO:0005789;GO:0000324;GO:0016021,GO:0015230
P38993,GO:1901684;GO:0010106;GO:0034755;GO:0033215;GO:0046688,GO:0005623;GO:0005783;GO:0000324;GO:0033573;GO:0005886,GO:0005507;GO:0004322
P18851,GO:0043577;GO:0061951;GO:0001403;GO:0000750;GO:1903260;GO:0010525,GO:0120171;GO:0031680;GO:0005834;GO:0005937;GO:0005886,GO:0001965;GO:0031682;GO:0017049;GO:0019901;GO:0097110
Q04433,GO:0055072;GO:0015891,GO:0031225;GO:0071944;GO:0005576;GO:0009277,GO:0005524
P36016,GO:0034605;GO:0034620;GO:0051085;GO:0031204;GO:0042026;GO:0006986;GO:0006616;GO:0016192,GO:0005737;GO:0005829;GO:0005783;GO:0005788;GO:0005634;GO:0005886,GO:0000774;GO:0016887;GO:0042623;GO:0005524;GO:0031072;GO:0051787;GO:0044183;GO:0051082
P32609,GO:0006895;GO:0006896;GO:0000011;GO:0006904;GO:0006906,GO:0005737;GO:0010009;GO:0005829;GO:0005634;GO:0005774,GO:0046872;GO:0003676;GO:0032266
P34221,GO:0000188;GO:0006470;GO:0000079,GO:0005737;GO:0005634,GO:0004724;GO:0046872;GO:0004722
Q03718,GO:0006310;GO:0006281;GO:0016925,GO:0005634;GO:0030915,
P53896,GO:0006506,GO:0030176;GO:0031501;GO:0005635,GO:0000030
Q99271,GO:0030004;GO:0030007;GO:0097623;GO:0006970;GO:0036376,GO:0005623;GO:0005783;GO:0016021;GO:0045121;GO:0005886,GO:0015491;GO:0015079;GO:0015385
P40347,GO:0006470,GO:0005737;GO:0005634,GO:0003993;GO:0004725
Q12057,,GO:0005935;GO:0000329;GO:0016021;GO:0005886,
Q12348,GO:0000754;GO:0000338,GO:0008180;GO:0005737,
P00431,GO:0034599;GO:0042744;GO:0000302,GO:0005758;GO:0005759;GO:0005739,GO:0004130;GO:0020037;GO:0046872;GO:0004601
P32074,GO:0006888;GO:0006886;GO:0006891;GO:0009306;GO:0006890,GO:0030126;GO:0005783;GO:0005793;GO:0005768;GO:0005794;GO:0000139,GO:0005198
Q12142,GO:0000045;GO:0006914;GO:0000422;GO:0032258;GO:0044805;GO:0034727;GO:0034497;GO:0061709,GO:0005776;GO:0030659;GO:0005789;GO:0000139;GO:0016021;GO:0031966;GO:0005739;GO:0061908;GO:0000407;GO:0034045,
P39112,GO:0000957,GO:0000178;GO:0045025;GO:0005759;GO:0005739,GO:0000175;GO:0008859;GO:0003723
P41817,GO:0035955;GO:0035952,GO:0005634,GO:0000981;GO:0000978;GO:0001103;GO:0043565
P25370,,,GO:0003676
P53970,,GO:0005737,GO:0016279;GO:0008757
Q04201,,GO:0005737;GO:0005783,
P23900,GO:0006846;GO:0015700;GO:0000747;GO:0006071;GO:0015793;GO:0015791;GO:0046685,GO:0071944;GO:0005737;GO:0000324;GO:0016021;GO:0005886,GO:0015254;GO:0015168
P46947,GO:0000398,GO:0005737;GO:0005634;GO:0070274;GO:0005684,
P40526,GO:0019408;GO:0006488;GO:0019348;GO:0016095;GO:0007124,GO:0005783;GO:0005789;GO:0016021,GO:0003865;GO:0102389
P07286,GO:0009060;GO:0006489;GO:0006487,GO:0005783;GO:0016021;GO:0043541,GO:0046872;GO:0008963;GO:0016757;GO:0003975
P53233,GO:0006468,GO:0005739,GO:0005524;GO:0004672;GO:0004674
P27882,GO:0006879;GO:0034599;GO:0045041,GO:0005623;GO:0005758;GO:0005739,GO:0050660;GO:0016971;GO:0015035;GO:0016972
P48015,GO:0006546;GO:0019464;GO:0006544;GO:0006730;GO:0055114,GO:0005960;GO:0005739,GO:0004047;GO:0008483
P05694,GO:0009086,GO:0005737;GO:0005886,GO:0003871;GO:0008270
Q12055,GO:0034599;GO:0000462,GO:0005737;GO:0010494;GO:0005634,GO:0004017;GO:0016887;GO:0005524
P32838,GO:0005977;GO:0006470,GO:0005737;GO:0005634,GO:0046872;GO:0004722
Q00618,GO:0006888;GO:0018344;GO:0006612,GO:0005737;GO:0005829;GO:0005777;GO:0005968,GO:0004663;GO:0017137
P11633,GO:0006338;GO:0006281;GO:0001195;GO:0006357;GO:0070898;GO:0006366,GO:0000790;GO:0005634,GO:0008301;GO:0031491;GO:0043565
P39966,GO:0000188;GO:1900102;GO:0035970;GO:0006470;GO:0000079,GO:0005737;GO:0005634,GO:0004724;GO:1990439;GO:0046872;GO:0004722
Q06892,GO:0034599;GO:0019674;GO:0006741,GO:0005759;GO:0005739,GO:0005524;GO:0003951;GO:0042736
P38994,GO:0031321;GO:0030866;GO:0046854,GO:0005634;GO:0005886,GO:0016308;GO:0005524;GO:0032266;GO:0070273
P50947,GO:0006325;GO:0016573;GO:0010507;GO:0061188;GO:0061186;GO:0031939;GO:0016479;GO:0000122;GO:2000219;GO:0045944;GO:0061408;GO:2001159,GO:0000118;GO:0005634;GO:0033698;GO:0070210,GO:0046872;GO:0035064
P38877,GO:0006260;GO:0035753;GO:0007064,GO:0031390;GO:0005634,GO:0003677
P38813,GO:0006078;GO:0071555;GO:0009272,GO:0005783;GO:0030176,
P43633,GO:0006974;GO:0035556;GO:0000278;GO:0006468,GO:0005737;GO:0005634,GO:0005524;GO:0072354;GO:0004672;GO:0004674
P22137,GO:0030866;GO:0006897;GO:0006895;GO:0006886;GO:0006898,GO:0030479;GO:0030132;GO:0030130;GO:0071439;GO:0030125;GO:0005829,GO:0032051;GO:0005198
P40467,GO:0006351,GO:0005634,GO:0000981;GO:0043565;GO:0008270
P53855,GO:0000045;GO:0006914;GO:0000422;GO:0030242;GO:0032258;GO:0044805;GO:0034727;GO:0061709,GO:0005737;GO:0005829;GO:0019898;GO:0097632;GO:0061908;GO:0000407,GO:0032266
Q12349,GO:0015986;GO:0042407;GO:0033615,GO:0000276;GO:0005739,
P53197,GO:0007049;GO:0051301;GO:1902426;GO:0010697;GO:1905786;GO:1903364;GO:0045842;GO:2000060;GO:1904668;GO:0008361,GO:0005680;GO:0005737;GO:0005634,GO:0010997;GO:0030332;GO:1990757
P22136,GO:0070124;GO:0006417,GO:0005739,GO:0003723
P38720,GO:0034599;GO:0046177;GO:0009051,GO:0005737;GO:0005829;GO:0005739,GO:0050661;GO:0004616
P36000,GO:0006896;GO:0006886;GO:0016192,GO:0030121;GO:0005905;GO:0005829;GO:0005886,GO:0030276
Q06053,GO:0006400,GO:0005737;GO:0034399;GO:0005634,GO:0050660;GO:0046872;GO:0003729;GO:0102265;GO:0017150
P33317,GO:0035863;GO:0006226;GO:0046081;GO:0009213,GO:0005737;GO:0005634,GO:0035870;GO:0004170;GO:0000287
Q08729,GO:0007049,GO:0005935;GO:0005737;GO:0005634,
Q05040,GO:0000321,GO:0005829;GO:0005783,
P53192,GO:0006281;GO:0045739;GO:0045048;GO:0006890;GO:0071816,GO:0022627;GO:0005783;GO:0005789;GO:0043529;GO:0000139;GO:0016021;GO:0031966;GO:0005739;GO:0005634,GO:0003684;GO:0003906;GO:0032357;GO:0008534;GO:0043495;GO:0003735
P32363,GO:0006506,GO:0005829;GO:0005783;GO:0000506;GO:0016021,GO:0017176
P07262,GO:0019676;GO:0006537,GO:0005737;GO:0005829;GO:0005634,GO:0004354
P38273,GO:0097352;GO:0006914;GO:0032258;GO:0016236;GO:0043547;GO:0044395;GO:0006623;GO:0007034;GO:0048278,GO:0005829;GO:0005768;GO:0005770;GO:0035658;GO:0032585;GO:0005774,GO:0032266;GO:0010314;GO:0001786;GO:0017112
P29311,GO:0070842;GO:0030437;GO:0000077;GO:0034221;GO:0031578;GO:0043066;GO:0000122;GO:1904667;GO:0007124;GO:0007265;GO:0070873;GO:0001402,GO:0005737;GO:0010494;GO:0005634;GO:0005886,GO:0003688;GO:0050815;GO:0019904;GO:0001102
P48558,GO:0006915;GO:0019722;GO:0030968,GO:0005783;GO:0005789;GO:0000324;GO:0016021;GO:0031966;GO:0005739;GO:0005774,
P40987,GO:0000226;GO:0007023;GO:0006457;GO:0007021,,GO:0048487;GO:0005096
Q12114,GO:0030476;GO:0000282;GO:0006039;GO:0000747;GO:0006893;GO:0015031;GO:0006355,GO:0005737;GO:0005829;GO:0034044;GO:0043332;GO:0016020;GO:0005802,GO:0046983;GO:0031267
Q08235,GO:0000464;GO:0000465;GO:0000027,GO:0005730;GO:0030687,GO:0008097;GO:0042134
P39988,GO:0007049;GO:0009443;GO:0042823,GO:0005829;GO:0005634,GO:0005524;GO:0046872;GO:0008478
P13711,GO:0006635;GO:0033540;GO:0055088,GO:0005782;GO:0005777,GO:0003997;GO:0071949;GO:0005504;GO:0050660
P32493,GO:0006417,GO:0005739,GO:0045182
P43567,GO:0019265,GO:0005829;GO:0005739;GO:0005777,GO:0008453;GO:0004760
P47146,GO:0000226,,
P53943,GO:0032973;GO:0006855;GO:0015718;GO:0055085,GO:0071944;GO:0005737;GO:0000324;GO:0005887;GO:0005886,GO:0008028;GO:0042910
Q12048,GO:0000045;GO:0000422;GO:0032258;GO:0016236,GO:0034045,
Q99252,GO:0071555;GO:0055085,GO:0005737;GO:0005783;GO:0005789;GO:0016021,
P39101,GO:0006457;GO:0016558,GO:0005829;GO:0005634,
P47133,GO:0034975,GO:0005783;GO:0072546;GO:0005634,
P32476,GO:0006696;GO:0016126,GO:0005783;GO:0005789;GO:0016021;GO:0005811,GO:0008144;GO:0050660;GO:0004506
Q03212,GO:0043328,GO:0005783;GO:0005768;GO:0010008;GO:0016021;GO:0005774,
Q06469,GO:0034605;GO:0006886;GO:0006457;GO:0034504,GO:0005634,GO:0051087
P40319,GO:0006633;GO:0030497;GO:0034625;GO:0034626;GO:0019367;GO:0032511;GO:0006892;GO:0030148;GO:0042761,GO:0005783;GO:0030176,GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0102756
P38836,GO:0071555;GO:0006508,GO:0005615;GO:0000324,GO:0004181;GO:0004222;GO:0008270
Q05874,GO:0000183;GO:0018013;GO:0018027,GO:0005737,GO:0071885;GO:0016279;GO:0008757
P18899,GO:0006281,GO:0005737;GO:0005829,GO:0016887;GO:0003924
P08432,GO:0015940;GO:0009446;GO:0033387,GO:0005737,GO:0004586
Q08421,GO:1900039;GO:2000640;GO:0006417;GO:0006415,GO:0005634,
Q06179,,GO:0005739,
P38736,GO:0006888;GO:0048193;GO:0015031;GO:0048209;GO:0006906,GO:0005801;GO:0005797;GO:0000139;GO:0016021;GO:0031201,GO:0005484
Q03981,GO:0000754;GO:0000338,GO:0008180;GO:0005737,
P38323,GO:1904287;GO:0030163;GO:0030150;GO:0042026,GO:0005743;GO:0005759;GO:0005739,GO:0042623;GO:0005524;GO:0004176;GO:0051082
P40086,GO:0006784,GO:0016021;GO:0005743;GO:0005739,GO:0016653;GO:0016627
Q04659,GO:0006281;GO:0000076;GO:0034087;GO:0043570;GO:0045132;GO:0007064;GO:0043111;GO:0048478,GO:0005737;GO:0005634;GO:0031298,GO:0003677
Q06338,GO:0006974;GO:0000132;GO:0034453;GO:0090307;GO:0007052;GO:0006611;GO:0000079;GO:0000055,GO:0005623;GO:0005813;GO:0005737;GO:0097431;GO:0005634,GO:0019207;GO:0015631
P46962,GO:0006974;GO:0006397;GO:0032786;GO:0045943;GO:0045903;GO:0006468;GO:0006357,GO:0070692;GO:0008024;GO:0005829;GO:0005730;GO:0005654;GO:0005634,GO:0061575;GO:0016538
P07255,GO:0006123,GO:0016021;GO:0005751;GO:0005739,GO:0004129
P47179,GO:0031505,GO:0031225;GO:0071944;GO:0005576;GO:0009277;GO:0005886,GO:0005199
P38777,,GO:0005737;GO:0005634,GO:0052689
Q99369,,GO:0005737;GO:0005634,GO:0052689
Q99382,GO:0015031;GO:0006624,GO:0005783;GO:0005789;GO:0016021;GO:0005773,
P36033,GO:0006879;GO:0015677;GO:0006826;GO:0000184,GO:0005623;GO:0000324;GO:0016021;GO:0005886,GO:0052851;GO:0000293;GO:0046872
Q08023,GO:0034551,GO:0031305;GO:0005739,
Q99288,GO:0016311;GO:0032366,GO:0005737;GO:0005634,GO:0003993
Q06340,GO:0030466;GO:0000724;GO:0031573;GO:0007064;GO:0033235,GO:0005737;GO:0005634,
P0CX11,GO:0006096,GO:0000015,GO:0000287;GO:0004634
P12709,GO:0006094;GO:0051156;GO:0006096,GO:0005829;GO:0005739;GO:0005886,GO:0004347;GO:0016866;GO:0048029
Q08271,GO:0030476;GO:0071970;GO:0031505,GO:0031225;GO:0009277;GO:0000324;GO:0005886,GO:0042124
P41698,GO:0000282;GO:0007124,GO:0005934;GO:0000131;GO:0016021;GO:0005886,
P53286,GO:0006865;GO:0006886;GO:0006457;GO:0034504;GO:0006885;GO:0042147,GO:0005829;GO:0005770;GO:0034399;GO:0005634;GO:0048471,GO:0051087;GO:0000149
P34730,GO:0030437;GO:0000077;GO:0006270;GO:0034221;GO:0043066;GO:1904667;GO:0006267;GO:0007124;GO:0007265;GO:0070873;GO:0001402,GO:0005737;GO:0005634;GO:0005886,GO:0003688;GO:0050815;GO:0019904
P23293,GO:0070816;GO:0051571;GO:0045944;GO:0032968;GO:0006468;GO:0006368,GO:0005694;GO:0008024;GO:0000307;GO:0000790;GO:0005634,GO:0005524;GO:0030332;GO:0004693;GO:0008353;GO:0008134;GO:0044212
P04037,GO:0042776;GO:0006123;GO:0033617,GO:0005743;GO:0005758;GO:0005751;GO:0005739,GO:0004129;GO:0008270
P25612,GO:0006081,,GO:0047681
P49435,GO:0006168;GO:0006167;GO:0044209;GO:0006166,GO:0005737;GO:0005634,GO:0002055;GO:0003999;GO:0016208;GO:0046872
P54114,GO:0019483;GO:0015940;GO:0006598,GO:0005737,GO:0004029;GO:0043878
P08019,GO:0005980;GO:0030435,GO:0000324;GO:0005628,GO:0004339
Q12674,GO:0045332;GO:0000749,GO:0005783;GO:0016021;GO:0070867;GO:0005886;GO:0005802;GO:0030140,GO:0005524;GO:0000287;GO:0140345;GO:0090555;GO:0140346
Q05789,GO:0016236,GO:0005737;GO:0000407;GO:0034045;GO:0034271;GO:0005774,GO:0042802;GO:0005198
Q00362,GO:0045143;GO:0000278;GO:0044818;GO:0001100;GO:0070262;GO:2000786;GO:0010971;GO:1900182;GO:0061586;GO:0006470;GO:0090266,GO:0005935;GO:0005934;GO:0005737;GO:0005829;GO:0000329;GO:0043332;GO:0005634;GO:0000159,GO:0019888
P36039,GO:0034975,GO:0072546,
P27344,GO:0006261;GO:0042276;GO:0070868;GO:0006272;GO:0090305;GO:0001302,GO:0008622,GO:0046982
Q12431,GO:0000045;GO:0034975,GO:0005783;GO:0072546,
P43613,GO:0006457,GO:0005783;GO:0005789;GO:0016021,
P53208,,GO:0005739,GO:0003986;GO:0016740
P25340,GO:0006696;GO:0016126,GO:0005783;GO:0030176,GO:0000246
P05316,GO:0055085;GO:0015857,GO:0071944;GO:0000324;GO:0016021;GO:0045121;GO:0005886,GO:0015205;GO:0015505
Q08969,,GO:0005737,
P53333,GO:0000398,GO:0071013;GO:0005737;GO:0005684,GO:0003723
Q12517,GO:0000290;GO:0031087;GO:0006397;GO:0000184,GO:0005737;GO:0098562;GO:0098745;GO:0005634;GO:0000932,GO:0008047;GO:0003729
Q03835,GO:0030036;GO:0045454;GO:0006879;GO:0034599;GO:2000678;GO:0031065,GO:0005623;GO:0005829;GO:0005634,GO:0051537;GO:0015036;GO:0009055;GO:0051536;GO:0046872;GO:0015035;GO:0001102
P48813,GO:0003333;GO:0006865;GO:0055085,GO:0071944;GO:0005935;GO:0005783;GO:0016021;GO:0031966;GO:0005739,GO:0015171;GO:0015193
P47122,GO:0007064;GO:0006913;GO:0006606,GO:0005737;GO:0005829,GO:0016887;GO:0003924;GO:0005525
Q05791,GO:0007049;GO:0051301;GO:1905143;GO:0045948,GO:0005737,GO:0005524;GO:0000287
P48237,GO:0000002;GO:0000963;GO:0006397;GO:0008380;GO:0016072,GO:0005739,GO:0019843
P38328,GO:0044396;GO:0034314;GO:2000601,GO:0030479;GO:0005885,GO:0051015;GO:0043130
P53822,GO:0043328,GO:0005768;GO:0000324;GO:0000329;GO:0016021,
P53727,GO:0007049;GO:0009443;GO:0042823,GO:0005737;GO:0005829;GO:0005634,GO:0005524;GO:0046872;GO:0008478
Q12064,GO:0030437;GO:0045944,,
P25337,GO:0000282;GO:0000398,GO:0005634;GO:0005681;GO:0005686,
P11076,GO:0006888;GO:0006893;GO:0006886;GO:0016236;GO:0016192,GO:0005737;GO:0005829;GO:0005794;GO:0005886,GO:0003924;GO:0005525
Q05892,GO:1901006,GO:0005739,GO:0050662;GO:0003954
P32623,GO:0005975;GO:0006037;GO:0031505,GO:0031225;GO:0000144;GO:0005576;GO:0009277,GO:0004553;GO:0016757
P53838,GO:0046713;GO:0006623,GO:0071944;GO:0000324;GO:0016021;GO:0005886;GO:0005774,GO:0015301;GO:0080139;GO:0005452
P10127,GO:0000947;GO:0006113,GO:0005829;GO:0005739,GO:0004022;GO:0046872
P50077,GO:0006816;GO:0034765,GO:0016021;GO:0005886,GO:0005262;GO:0005509;GO:0005245
P14540,GO:0006094;GO:0006096,GO:0005737;GO:0005829;GO:0009277;GO:0005739;GO:0005886,GO:0004332;GO:0008270
P19880,GO:0061395;GO:1900101;GO:0043619;GO:0046686;GO:0042493;GO:0009408;GO:0010038;GO:0000304,GO:0005737;GO:0005634,GO:0003677;GO:0003700
Q03798,,GO:0016021;GO:0031966;GO:0005739,
P46367,GO:0019413;GO:0006067;GO:0006740;GO:0006090,GO:0042645;GO:0005739,GO:0004029;GO:0004030
P39524,GO:0032456;GO:0006897;GO:0006886;GO:0045332;GO:0006892;GO:0000749,GO:1990530;GO:0005783;GO:0016021;GO:0005886;GO:0005802,GO:0005524;GO:0000287;GO:0140345;GO:0090555;GO:0140346
Q02884,GO:0006357;GO:0002098,GO:0005737;GO:0033588;GO:0005654;GO:0008023,GO:0042802;GO:0000993
P0CX08,GO:0019594,,GO:0050662;GO:0046029
P37292,GO:1904482;GO:0046655;GO:0019264;GO:0006544;GO:0006565;GO:0006730;GO:0035999;GO:0046653,GO:0005739,GO:0016597;GO:0050897;GO:0004372;GO:0030170;GO:0070905;GO:0008270
Q05958,GO:0035961;GO:0035969;GO:0045944,GO:0016020;GO:0005634;GO:0048471,GO:0001228;GO:0000978;GO:0043565;GO:0008270
P53168,GO:0008608;GO:0051301;GO:0000278;GO:0051987;GO:0031116,GO:0005737;GO:0042729;GO:0005874;GO:0072686;GO:0000922,GO:0051010
P53847,GO:0006888;GO:0032581;GO:0007094;GO:0015031;GO:0006890,GO:0005829;GO:0070939;GO:0005783;GO:0005789;GO:0005634;GO:1990423,
P35817,GO:0006338;GO:0006281;GO:0031452;GO:1900051;GO:0090054;GO:0031938;GO:0009301;GO:0030435,GO:0000790;GO:0000812,GO:0003682;GO:0001047;GO:0070577;GO:0001094
P49017,GO:0009060;GO:0032259;GO:0006744,GO:0031314;GO:0005759;GO:0005739,GO:0043334;GO:0043333
P40019,GO:0006338,GO:0005634,GO:0042393
P32797,GO:0007049;GO:0051301;GO:0051974;GO:0032210;GO:0071166;GO:0016233;GO:0000723;GO:0007004,GO:1990879;GO:0000784;GO:0000783,GO:0098505;GO:0042802;GO:0043047;GO:0010521
P25296,GO:0000754;GO:0006873;GO:0031505;GO:0006470,GO:0005955;GO:0005623,GO:0005509
P40501,GO:0003333;GO:0006865,GO:0000324;GO:0000329;GO:0016021;GO:0005886,GO:0015171;GO:0061459;GO:0005313;GO:0005290;GO:0015189;GO:0015194;GO:0005302
P53079,GO:0032258;GO:0007030;GO:0006891;GO:0000301,GO:0000139;GO:0017119,GO:0030674
P49090,GO:0006529;GO:0006541;GO:0070981,GO:0005737;GO:0005829,GO:0004066;GO:0005524
Q12092,GO:0000045;GO:0000422;GO:0044805;GO:0016236;GO:0034727;GO:0034497;GO:0015031,GO:1990316;GO:0005737;GO:0005829;GO:0005634;GO:0000407,GO:0000149
P25376,GO:0003333;GO:0006865;GO:0055085,GO:0005783;GO:0016021;GO:0005886,GO:0015171;GO:0015192;GO:0015193
Q12510,GO:0006974;GO:2000001,GO:0005737;GO:0000790;GO:0034399;GO:0005634,GO:0003677
P32582,GO:0006535;GO:0019343;GO:0050667;GO:0070814;GO:0019346;GO:0007089,GO:0005737;GO:0010494;GO:0005739,GO:0004122;GO:0004124;GO:0003729;GO:0030170
P00890,GO:0046356;GO:0005975;GO:0006101;GO:0006537;GO:0006099,GO:0005829;GO:0005758;GO:0005759;GO:0005739,GO:0004108;GO:0036440
P81451,GO:0015986;GO:0051259,GO:0016021;GO:0000276;GO:0005739,
Q12089,GO:0070124;GO:0016071,GO:0005737;GO:0019898;GO:0005743;GO:0005739,
P39533,GO:0019878;GO:0006099,GO:0005829;GO:0005739,GO:0051539;GO:0003994;GO:0046872
Q02710,GO:0071555;GO:0007124;GO:0006355,,GO:0043565;GO:0008270
P39712,GO:0031589;GO:0000128;GO:0000501,GO:0031225;GO:0005576;GO:0009277,GO:0005537
P0CH64,GO:0018890,,GO:0018820
P53173,GO:0030437;GO:0007120;GO:0006888;GO:1902684;GO:2000311,GO:0071944;GO:0030134;GO:0005783;GO:0005789;GO:0000139;GO:0016021,GO:0038024
P25621,GO:0006897;GO:0098717;GO:0015887,GO:0071944;GO:0000324;GO:0000329;GO:0005887;GO:0031224;GO:0005886,GO:0015233;GO:0022857
P36149,GO:0032258;GO:0006888;GO:0006891;GO:0016236,GO:0033106;GO:0005829;GO:0005783;GO:0005794;GO:0000407;GO:0030008;GO:1990072;GO:1990071;GO:1990070,
P38845,GO:0006468,GO:0005737;GO:0031588;GO:0005634,GO:0003677;GO:0019901
P35183,GO:0006612;GO:0032596,GO:0005794;GO:0005770;GO:0045121;GO:0005886,GO:0016491
P40202,GO:0030001;GO:0015680;GO:0019430,GO:0005737;GO:0005829;GO:0005743;GO:0005758;GO:0005739;GO:0005634,GO:0005507;GO:0016532
P53068,GO:0031145;GO:0007049;GO:0051301;GO:0031497;GO:1904668;GO:0070979,GO:0005680;GO:0005739,GO:0030234
P32458,GO:0000915;GO:0032186;GO:0061640;GO:0000917;GO:0030011;GO:0000281;GO:0045860;GO:0097271,GO:0005619;GO:0005935;GO:0000144;GO:0005881;GO:0001400;GO:0043332;GO:0072687;GO:0015630;GO:0005628;GO:0031105;GO:0032160;GO:0005940;GO:0005876,GO:0003924;GO:0005525;GO:0042802;GO:0070273;GO:0010314;GO:0005200
P47117,GO:0044396;GO:0034314;GO:0000001,GO:0030479;GO:0005885;GO:0005886,GO:0003779;GO:0005524
P52910,GO:0006085;GO:0019427;GO:0016573;GO:0006090;GO:0001302,GO:0005829;GO:0005730;GO:0005634,GO:0003987;GO:0016880;GO:0016208;GO:0005524
P38270,GO:0030242;GO:0032258;GO:0016236;GO:0034727,GO:0019898;GO:0000329;GO:0000407;GO:0034045;GO:0034271;GO:0120095,
P38884,,GO:0005739,GO:0016872
Q12018,GO:0051301;GO:0000082;GO:0000086;GO:0043161;GO:0016567;GO:0031146;GO:0006511,GO:0031461;GO:0005737;GO:0005634;GO:0019005,GO:0003688;GO:0030674;GO:0031625
P53630,GO:0009102,GO:0005737,GO:0005524;GO:0004141;GO:0000287
